region_name,source,quantity,month
Oasa,metanox_mining,151776343613.0,202504
Oasa,refinery_mining,284657372554.0,202504
Omist,metanox_mining,129044286872.0,202504
Omist,refinery_mining,105970987089.0,202504
Outer Passage,metanox_mining,108649879183.0,202504
Outer Passage,refinery_mining,207766699006.0,202504
Outer Ring,metanox_mining,378616700722.0,202504
Outer Ring,refinery_mining,4321011381.0,202504
Paragon Soul,metanox_mining,73692417779.0,202504
Paragon Soul,refinery_mining,95032941243.0,202504
Period Basis,metanox_mining,98280039676.0,202504
Period Basis,refinery_mining,76140289056.0,202504
Perrigen Falls,metanox_mining,180739808839.0,202504
Perrigen Falls,refinery_mining,463182403326.0,202504
Placid,metanox_mining,204934897868.0,202504
Placid,refinery_mining,37834338762.0,202504
Pochven,refinery_mining,9030684739.0,202504
Providence,metanox_mining,274410709894.0,202504
Providence,refinery_mining,291417922682.0,202504
Pure Blind,metanox_mining,290056923605.0,202504
Pure Blind,refinery_mining,483720022904.0,202504
Querious,metanox_mining,244184655770.0,202504
Querious,refinery_mining,373166504554.0,202504
Scalding Pass,metanox_mining,434938668483.0,202504
Scalding Pass,refinery_mining,13139796638.0,202504
Sinq Laison,metanox_mining,109748310812.0,202504
Sinq Laison,refinery_mining,79035031177.0,202504
Solitude,metanox_mining,157576349334.0,202504
Solitude,refinery_mining,17397836112.0,202504
Stain,metanox_mining,239287881665.0,202504
Stain,refinery_mining,273559650402.0,202504
Syndicate,metanox_mining,483544522191.0,202504
Syndicate,refinery_mining,219402485673.0,202504
Tash-Murkon,metanox_mining,22897227542.0,202504
Tash-Murkon,refinery_mining,68499674543.0,202504
Tenal,metanox_mining,94209770463.0,202504
Tenal,refinery_mining,130199496589.0,202504
Tenerifis,metanox_mining,123191645322.0,202504
Tenerifis,refinery_mining,369864967511.0,202504
The Bleak Lands,metanox_mining,70951825720.0,202504
The Bleak Lands,refinery_mining,14489834758.0,202504
The Citadel,metanox_mining,90034587343.0,202504
The Citadel,refinery_mining,70003111582.0,202504
The Forge,metanox_mining,68503257166.0,202504
The Forge,refinery_mining,121622332264.0,202504
The Kalevala Expanse,metanox_mining,134941576824.0,202504
The Kalevala Expanse,refinery_mining,357534053444.0,202504
The Spire,metanox_mining,73726347960.0,202504
The Spire,refinery_mining,230983032985.0,202504
Tribute,metanox_mining,132883290209.0,202504
Tribute,refinery_mining,538146934239.0,202504
Vale of the Silent,metanox_mining,199685015058.0,202504
Vale of the Silent,refinery_mining,1416743790615.0,202504
Venal,metanox_mining,317725393683.0,202504
Venal,refinery_mining,69967628534.0,202504
Verge Vendor,metanox_mining,44180515166.0,202504
Verge Vendor,refinery_mining,27843817198.0,202504
Wicked Creek,metanox_mining,278955220348.0,202504
Wicked Creek,refinery_mining,887563820.0,202504
Wormhole (Class 1),metanox_mining,12640095940.0,202504
Wormhole (Class 1),refinery_mining,3469159728.0,202504
Wormhole (Class 2),metanox_mining,44737624686.0,202504
Wormhole (Class 2),refinery_mining,4766978694.0,202504
Wormhole (Class 3),metanox_mining,25716015683.0,202504
Wormhole (Class 3),refinery_mining,1677466670.0,202504
Wormhole (Class 4),metanox_mining,38336330641.0,202504
Wormhole (Class 4),refinery_mining,2822951074.0,202504
Wormhole (Class 5),metanox_mining,11721135015.0,202504
Wormhole (Class 5),refinery_mining,1985181688.0,202504
Wormhole (Class 6),metanox_mining,474452924.0,202504
Aridia,metanox_mining,247173240380.0,202505
Aridia,refinery_mining,141697834004.0,202505
Black Rise,metanox_mining,248428515155.0,202505
Black Rise,refinery_mining,21631471696.0,202505
Branch,metanox_mining,238525237525.0,202505
Branch,refinery_mining,317717093843.0,202505
Cache,metanox_mining,93269592140.0,202505
Cache,refinery_mining,141539997450.0,202505
Catch,metanox_mining,182308829455.0,202505
Catch,refinery_mining,1032304727039.0,202505
Cloud Ring,metanox_mining,145975466778.0,202505
Cloud Ring,refinery_mining,180581367134.0,202505
Cobalt Edge,metanox_mining,87506421486.0,202505
Cobalt Edge,refinery_mining,260872462885.0,202505
Curse,metanox_mining,227640005330.0,202505
Curse,refinery_mining,7363437158.0,202505
Deklein,metanox_mining,189631522671.0,202505
Deklein,refinery_mining,211336530804.0,202505
Delve,metanox_mining,238979837732.0,202505
Delve,refinery_mining,240914302151.0,202505
Derelik,metanox_mining,164619210945.0,202505
Derelik,refinery_mining,290536908593.0,202505
Detorid,metanox_mining,259548876880.0,202505
Detorid,refinery_mining,241508063056.0,202505
Devoid,metanox_mining,70042686422.0,202505
Devoid,refinery_mining,68415929197.0,202505
Domain,metanox_mining,125155448206.0,202505
Domain,refinery_mining,273001849425.0,202505
Esoteria,metanox_mining,136780562709.0,202505
Esoteria,refinery_mining,286147781951.0,202505
Essence,metanox_mining,113561992360.0,202505
Essence,refinery_mining,137365044658.0,202505
Etherium Reach,metanox_mining,163028665370.0,202505
Etherium Reach,refinery_mining,728039479350.0,202505
Everyshore,metanox_mining,42579847632.0,202505
Everyshore,refinery_mining,61268060128.0,202505
Fade,metanox_mining,88955051105.0,202505
Fade,refinery_mining,110028960270.0,202505
Feythabolis,metanox_mining,93694953127.0,202505
Feythabolis,refinery_mining,342685503625.0,202505
Fountain,metanox_mining,412489806066.0,202505
Fountain,refinery_mining,597007300162.0,202505
Geminate,metanox_mining,288192608973.0,202505
Geminate,refinery_mining,273278492860.0,202505
Genesis,metanox_mining,261119188636.0,202505
Genesis,refinery_mining,53482606765.0,202505
Great Wildlands,metanox_mining,316602186246.0,202505
Great Wildlands,refinery_mining,120699040800.0,202505
Heimatar,metanox_mining,110859050192.0,202505
Heimatar,refinery_mining,40591431681.0,202505
Immensea,metanox_mining,34115240160.0,202505
Immensea,refinery_mining,668520939973.0,202505
Impass,metanox_mining,11629484760.0,202505
Impass,refinery_mining,273039409505.0,202505
Insmother,metanox_mining,233947370451.0,202505
Insmother,refinery_mining,381663333149.0,202505
Kador,metanox_mining,101819044260.0,202505
Kador,refinery_mining,115924940294.0,202505
Khanid,metanox_mining,177064852462.0,202505
Khanid,refinery_mining,94935622552.0,202505
Kor-Azor,metanox_mining,120161837694.0,202505
Kor-Azor,refinery_mining,16871976224.0,202505
Lonetrek,metanox_mining,83532069824.0,202505
Lonetrek,refinery_mining,53352177414.0,202505
Malpais,metanox_mining,140567540720.0,202505
Malpais,refinery_mining,419321861205.0,202505
Metropolis,metanox_mining,271596736592.0,202505
Metropolis,refinery_mining,56370704155.0,202505
Molden Heath,metanox_mining,140640779662.0,202505
Molden Heath,refinery_mining,177904838575.0,202505
Oasa,metanox_mining,140496583440.0,202505
Oasa,refinery_mining,291366930937.0,202505
Omist,metanox_mining,122593117484.0,202505
Omist,refinery_mining,101720446036.0,202505
Outer Passage,metanox_mining,125675760229.0,202505
Outer Passage,refinery_mining,249294798602.0,202505
Outer Ring,metanox_mining,301309724241.0,202505
Outer Ring,refinery_mining,23093919484.0,202505
Paragon Soul,metanox_mining,72621914930.0,202505
Paragon Soul,refinery_mining,85334234169.0,202505
Period Basis,metanox_mining,76798271273.0,202505
Period Basis,refinery_mining,58873359235.0,202505
Perrigen Falls,metanox_mining,197297030003.0,202505
Perrigen Falls,refinery_mining,221720137672.0,202505
Placid,metanox_mining,204145397376.0,202505
Placid,refinery_mining,34371723340.0,202505
Pochven,refinery_mining,12025052186.0,202505
Providence,metanox_mining,236241644367.0,202505
Providence,refinery_mining,261403105783.0,202505
Pure Blind,metanox_mining,287314604281.0,202505
Pure Blind,refinery_mining,382795161637.0,202505
Querious,metanox_mining,214320841442.0,202505
Querious,refinery_mining,459611595895.0,202505
Scalding Pass,metanox_mining,398363837327.0,202505
Scalding Pass,refinery_mining,19594607419.0,202505
Sinq Laison,metanox_mining,118022485721.0,202505
Sinq Laison,refinery_mining,130595981204.0,202505
Solitude,metanox_mining,153200218825.0,202505
Solitude,refinery_mining,24802762367.0,202505
Stain,metanox_mining,241072517680.0,202505
Stain,refinery_mining,247420069035.0,202505
Syndicate,metanox_mining,485122467749.0,202505
Syndicate,refinery_mining,260172453068.0,202505
Tash-Murkon,metanox_mining,21437218419.0,202505
Tash-Murkon,refinery_mining,39148196777.0,202505
Tenal,metanox_mining,95631531395.0,202505
Tenal,refinery_mining,155834641209.0,202505
Tenerifis,metanox_mining,121231790193.0,202505
Tenerifis,refinery_mining,396714355949.0,202505
The Bleak Lands,metanox_mining,67546034630.0,202505
The Bleak Lands,refinery_mining,8075434486.0,202505
The Citadel,metanox_mining,90890672549.0,202505
The Citadel,refinery_mining,61106343768.0,202505
The Forge,metanox_mining,71692477378.0,202505
The Forge,refinery_mining,104793262618.0,202505
The Kalevala Expanse,metanox_mining,152849496946.0,202505
The Kalevala Expanse,refinery_mining,375090273271.0,202505
The Spire,metanox_mining,78458561341.0,202505
The Spire,refinery_mining,248110708695.0,202505
Tribute,metanox_mining,141932923780.0,202505
Tribute,refinery_mining,364087660697.0,202505
Vale of the Silent,metanox_mining,208713242936.0,202505
Vale of the Silent,refinery_mining,978311163888.0,202505
Venal,metanox_mining,313001903682.0,202505
Venal,refinery_mining,64093778313.0,202505
Verge Vendor,metanox_mining,44689310434.0,202505
Verge Vendor,refinery_mining,33899151683.0,202505
Wicked Creek,metanox_mining,268755082668.0,202505
Wicked Creek,refinery_mining,27017233887.0,202505
Wormhole (Class 1),metanox_mining,8443174974.0,202505
Wormhole (Class 1),refinery_mining,3537765126.0,202505
Wormhole (Class 2),metanox_mining,31163025806.0,202505
Wormhole (Class 2),refinery_mining,3352639742.0,202505
Wormhole (Class 3),metanox_mining,19575182274.0,202505
Wormhole (Class 3),refinery_mining,981573628.0,202505
Wormhole (Class 4),metanox_mining,25934448426.0,202505
Wormhole (Class 4),refinery_mining,3114660638.0,202505
Wormhole (Class 5),metanox_mining,7502962215.0,202505
Wormhole (Class 5),refinery_mining,1624431008.0,202505
Wormhole (Class 6),metanox_mining,719267124.0,202505
Aridia,metanox_mining,256370497377.0,202506
Aridia,refinery_mining,72098572344.0,202506
Black Rise,metanox_mining,254147756339.0,202506
Black Rise,refinery_mining,20299034092.0,202506
Branch,metanox_mining,252603165282.0,202506
Branch,refinery_mining,118281055384.0,202506
Cache,metanox_mining,83661479833.0,202506
Cache,refinery_mining,90145575478.0,202506
Catch,metanox_mining,321542007067.0,202506
Catch,refinery_mining,244263357469.0,202506
Cloud Ring,metanox_mining,162699173313.0,202506
Cloud Ring,refinery_mining,143613183406.0,202506
Cobalt Edge,metanox_mining,87979949968.0,202506
Cobalt Edge,refinery_mining,242336182008.0,202506
Curse,metanox_mining,239780374672.0,202506
Curse,refinery_mining,4449640822.0,202506
Deklein,metanox_mining,231120071259.0,202506
Deklein,refinery_mining,107836594542.0,202506
Delve,metanox_mining,225679346940.0,202506
Delve,refinery_mining,35909732310.0,202506
Derelik,metanox_mining,176501389219.0,202506
Derelik,refinery_mining,196735515454.0,202506
Detorid,metanox_mining,235187522454.0,202506
Detorid,refinery_mining,134056549918.0,202506
Devoid,metanox_mining,67422355823.0,202506
Devoid,refinery_mining,151634047788.0,202506
Domain,metanox_mining,123259711703.0,202506
Domain,refinery_mining,251531697093.0,202506
Esoteria,metanox_mining,113112693956.0,202506
Esoteria,refinery_mining,164569019096.0,202506
Essence,metanox_mining,112964883570.0,202506
Essence,refinery_mining,129241174995.0,202506
Etherium Reach,metanox_mining,168230921827.0,202506
Etherium Reach,refinery_mining,614857518531.0,202506
Everyshore,metanox_mining,45366557300.0,202506
Everyshore,refinery_mining,54534705925.0,202506
Fade,metanox_mining,97549139000.0,202506
Fade,refinery_mining,71791105913.0,202506
Feythabolis,metanox_mining,102899539516.0,202506
Feythabolis,refinery_mining,311742535182.0,202506
Fountain,metanox_mining,425796443637.0,202506
Fountain,refinery_mining,745883370534.0,202506
Geminate,metanox_mining,312811289125.0,202506
Geminate,refinery_mining,256129406269.0,202506
Genesis,metanox_mining,259412981350.0,202506
Genesis,refinery_mining,49971639545.0,202506
Great Wildlands,metanox_mining,357097033345.0,202506
Great Wildlands,refinery_mining,113099331368.0,202506
Heimatar,metanox_mining,116333511909.0,202506
Heimatar,refinery_mining,38575052867.0,202506
Immensea,metanox_mining,33916446552.0,202506
Immensea,refinery_mining,366322591422.0,202506
Impass,metanox_mining,13423916296.0,202506
Impass,refinery_mining,399267674691.0,202506
Insmother,metanox_mining,165649243466.0,202506
Insmother,refinery_mining,88761849747.0,202506
Kador,metanox_mining,95390144961.0,202506
Kador,refinery_mining,132414278563.0,202506
Khanid,metanox_mining,188926880411.0,202506
Khanid,refinery_mining,87160338955.0,202506
Kor-Azor,metanox_mining,126438777210.0,202506
Kor-Azor,refinery_mining,17317254906.0,202506
Lonetrek,metanox_mining,89473339769.0,202506
Lonetrek,refinery_mining,74948986092.0,202506
Malpais,metanox_mining,137069933502.0,202506
Malpais,refinery_mining,318237497363.0,202506
Metropolis,metanox_mining,287252016715.0,202506
Metropolis,refinery_mining,58396586898.0,202506
Molden Heath,metanox_mining,151533027300.0,202506
Molden Heath,refinery_mining,123083365397.0,202506
Oasa,metanox_mining,163305964556.0,202506
Oasa,refinery_mining,212128478368.0,202506
Omist,metanox_mining,134307387334.0,202506
Omist,refinery_mining,107670601611.0,202506
Outer Passage,metanox_mining,124180694751.0,202506
Outer Passage,refinery_mining,184701357513.0,202506
Outer Ring,metanox_mining,252635945039.0,202506
Outer Ring,refinery_mining,151578965555.0,202506
Paragon Soul,metanox_mining,52007672114.0,202506
Paragon Soul,refinery_mining,91152630174.0,202506
Period Basis,metanox_mining,67000005392.0,202506
Period Basis,refinery_mining,44987588599.0,202506
Perrigen Falls,metanox_mining,229879918941.0,202506
Perrigen Falls,refinery_mining,240012581563.0,202506
Placid,metanox_mining,217615179596.0,202506
Placid,refinery_mining,32502112556.0,202506
Pochven,refinery_mining,6855948540.0,202506
Providence,metanox_mining,212256606111.0,202506
Providence,refinery_mining,265237762995.0,202506
Pure Blind,metanox_mining,300269906793.0,202506
Pure Blind,refinery_mining,391900214654.0,202506
Querious,metanox_mining,185118695918.0,202506
Querious,refinery_mining,238477447151.0,202506
Scalding Pass,metanox_mining,371878673050.0,202506
Scalding Pass,refinery_mining,11745681502.0,202506
Sinq Laison,metanox_mining,124107563178.0,202506
Sinq Laison,refinery_mining,60825143152.0,202506
Solitude,metanox_mining,159013134273.0,202506
Solitude,refinery_mining,21868492733.0,202506
Stain,metanox_mining,265087130796.0,202506
Stain,refinery_mining,200537141999.0,202506
Syndicate,metanox_mining,518647990096.0,202506
Syndicate,refinery_mining,221815633530.0,202506
Tash-Murkon,metanox_mining,22688124174.0,202506
Tash-Murkon,refinery_mining,43028789262.0,202506
Tenal,metanox_mining,104392729740.0,202506
Tenal,refinery_mining,66913677599.0,202506
Tenerifis,metanox_mining,114065780008.0,202506
Tenerifis,refinery_mining,209715744347.0,202506
The Bleak Lands,metanox_mining,69183569012.0,202506
The Bleak Lands,refinery_mining,11213321760.0,202506
The Citadel,metanox_mining,91615142598.0,202506
The Citadel,refinery_mining,60995288938.0,202506
The Forge,metanox_mining,77525369128.0,202506
The Forge,refinery_mining,96692920402.0,202506
The Kalevala Expanse,metanox_mining,206941267730.0,202506
The Kalevala Expanse,refinery_mining,281238016273.0,202506
The Spire,metanox_mining,90744036392.0,202506
The Spire,refinery_mining,148939887590.0,202506
Tribute,metanox_mining,168156071387.0,202506
Tribute,refinery_mining,394895429913.0,202506
Vale of the Silent,metanox_mining,233268578728.0,202506
Vale of the Silent,refinery_mining,963306711773.0,202506
Venal,metanox_mining,372991390392.0,202506
Venal,refinery_mining,57505552016.0,202506
Verge Vendor,metanox_mining,47457201970.0,202506
Verge Vendor,refinery_mining,21826570422.0,202506
Wicked Creek,metanox_mining,259610356278.0,202506
Wicked Creek,refinery_mining,766039026.0,202506
Wormhole (Class 1),metanox_mining,7138025655.0,202506
Wormhole (Class 1),refinery_mining,1187710014.0,202506
Wormhole (Class 2),metanox_mining,29797388977.0,202506
Wormhole (Class 2),refinery_mining,3251274610.0,202506
Wormhole (Class 3),metanox_mining,12361792507.0,202506
Wormhole (Class 3),refinery_mining,1588128878.0,202506
Wormhole (Class 4),metanox_mining,18869155417.0,202506
Wormhole (Class 4),refinery_mining,2891773936.0,202506
Wormhole (Class 5),metanox_mining,6639722865.0,202506
Wormhole (Class 5),refinery_mining,906559926.0,202506
Aridia,metanox_mining,231503987030.0,202508
Aridia,refinery_mining,65396565760.0,202508
Black Rise,metanox_mining,238857777298.0,202508
Black Rise,refinery_mining,14897867530.0,202508
Branch,metanox_mining,270578767348.0,202508
Branch,refinery_mining,193570539348.0,202508
Cache,metanox_mining,97686465795.0,202508
Catch,metanox_mining,321360439594.0,202508
Catch,refinery_mining,534570757054.0,202508
Cloud Ring,metanox_mining,145095117300.0,202508
Cloud Ring,refinery_mining,57143191077.0,202508
Cobalt Edge,metanox_mining,98180058463.0,202508
Cobalt Edge,refinery_mining,196199804322.0,202508
Curse,metanox_mining,225450789949.0,202508
Curse,refinery_mining,10977748128.0,202508
Deklein,metanox_mining,234733649534.0,202508
Deklein,refinery_mining,52535272005.0,202508
Delve,metanox_mining,359299335273.0,202508
Delve,refinery_mining,378594.0,202508
Derelik,metanox_mining,157070513787.0,202508
Derelik,refinery_mining,209997830256.0,202508
Detorid,metanox_mining,95513397808.0,202508
Detorid,refinery_mining,13873775185.0,202508
Devoid,metanox_mining,57940279109.0,202508
Devoid,refinery_mining,82702596677.0,202508
Domain,metanox_mining,110264011929.0,202508
Domain,refinery_mining,218093115399.0,202508
Esoteria,metanox_mining,92079612517.0,202508
Esoteria,refinery_mining,158933688940.0,202508
Essence,metanox_mining,105272611520.0,202508
Essence,refinery_mining,66162360120.0,202508
Etherium Reach,metanox_mining,135016911984.0,202508
Etherium Reach,refinery_mining,486741999989.0,202508
Everyshore,metanox_mining,43776312124.0,202508
Everyshore,refinery_mining,26141573477.0,202508
Fade,metanox_mining,105456187121.0,202508
Fade,refinery_mining,46350810263.0,202508
Feythabolis,metanox_mining,137721378393.0,202508
Feythabolis,refinery_mining,160237871189.0,202508
Fountain,metanox_mining,375735297605.0,202508
Fountain,refinery_mining,634721404787.0,202508
Geminate,metanox_mining,312117215757.0,202508
Geminate,refinery_mining,204014697137.0,202508
Genesis,metanox_mining,225039897283.0,202508
Genesis,refinery_mining,30285811275.0,202508
Great Wildlands,metanox_mining,372861169114.0,202508
Great Wildlands,refinery_mining,117129279052.0,202508
Heimatar,metanox_mining,107238022574.0,202508
Heimatar,refinery_mining,37941846937.0,202508
Immensea,metanox_mining,111052434785.0,202508
Immensea,refinery_mining,72403222522.0,202508
Impass,metanox_mining,107297679652.0,202508
Impass,refinery_mining,88089618459.0,202508
Insmother,metanox_mining,67592206698.0,202508
Insmother,refinery_mining,124238931807.0,202508
Kador,metanox_mining,79523633651.0,202508
Kador,refinery_mining,94486448136.0,202508
Khanid,metanox_mining,166453395140.0,202508
Khanid,refinery_mining,40833617839.0,202508
Kor-Azor,metanox_mining,116549741438.0,202508
Kor-Azor,refinery_mining,12962176032.0,202508
Lonetrek,metanox_mining,83871437894.0,202508
Lonetrek,refinery_mining,48338064742.0,202508
Malpais,metanox_mining,140479696408.0,202508
Malpais,refinery_mining,268478782250.0,202508
Metropolis,metanox_mining,259104022233.0,202508
Metropolis,refinery_mining,36722192454.0,202508
Molden Heath,metanox_mining,142210628878.0,202508
Molden Heath,refinery_mining,148273990691.0,202508
Oasa,metanox_mining,153352040713.0,202508
Oasa,refinery_mining,158551154880.0,202508
Omist,metanox_mining,124883280587.0,202508
Omist,refinery_mining,108782583431.0,202508
Outer Passage,metanox_mining,111783459073.0,202508
Outer Passage,refinery_mining,156126982914.0,202508
Outer Ring,metanox_mining,212083377520.0,202508
Outer Ring,refinery_mining,156984950764.0,202508
Paragon Soul,metanox_mining,37570967847.0,202508
Paragon Soul,refinery_mining,29309013385.0,202508
Period Basis,metanox_mining,72868462456.0,202508
Period Basis,refinery_mining,26812616.0,202508
Perrigen Falls,metanox_mining,240527524194.0,202508
Perrigen Falls,refinery_mining,191573879895.0,202508
Placid,metanox_mining,182879766824.0,202508
Placid,refinery_mining,22241510128.0,202508
Pochven,refinery_mining,22382360580.0,202508
Providence,metanox_mining,186771326633.0,202508
Providence,refinery_mining,217965496055.0,202508
Pure Blind,metanox_mining,294156380657.0,202508
Pure Blind,refinery_mining,340306432647.0,202508
Querious,metanox_mining,449103691372.0,202508
Querious,refinery_mining,68034735353.0,202508
Scalding Pass,metanox_mining,264418072501.0,202508
Scalding Pass,refinery_mining,45675229570.0,202508
Sinq Laison,metanox_mining,127590047415.0,202508
Sinq Laison,refinery_mining,45474397748.0,202508
Solitude,metanox_mining,144765146435.0,202508
Solitude,refinery_mining,23516393164.0,202508
Stain,metanox_mining,265910316638.0,202508
Stain,refinery_mining,310346387054.0,202508
Syndicate,metanox_mining,452562673649.0,202508
Syndicate,refinery_mining,219691371428.0,202508
Tash-Murkon,metanox_mining,23428018168.0,202508
Tash-Murkon,refinery_mining,38119736658.0,202508
Tenal,metanox_mining,112934001738.0,202508
Tenal,refinery_mining,49928063059.0,202508
Tenerifis,metanox_mining,169410759623.0,202508
Tenerifis,refinery_mining,320890138219.0,202508
The Bleak Lands,metanox_mining,61824293181.0,202508
The Bleak Lands,refinery_mining,10095090002.0,202508
The Citadel,metanox_mining,85641212700.0,202508
The Citadel,refinery_mining,41760960252.0,202508
The Forge,metanox_mining,71314148441.0,202508
The Forge,refinery_mining,86564052716.0,202508
The Kalevala Expanse,metanox_mining,246727223953.0,202508
The Kalevala Expanse,refinery_mining,135576124977.0,202508
The Spire,metanox_mining,100086376866.0,202508
The Spire,refinery_mining,181569735380.0,202508
Tribute,metanox_mining,148248497204.0,202508
Tribute,refinery_mining,355061212781.0,202508
Vale of the Silent,metanox_mining,175735894682.0,202508
Vale of the Silent,refinery_mining,939187761395.0,202508
Venal,metanox_mining,363975421246.0,202508
Venal,refinery_mining,96127453326.0,202508
Verge Vendor,metanox_mining,41474256870.0,202508
Verge Vendor,refinery_mining,27902131881.0,202508
Wicked Creek,metanox_mining,65729006160.0,202508
Wicked Creek,refinery_mining,182458507301.0,202508
Wormhole (Class 1),metanox_mining,3299484619.0,202508
Wormhole (Class 1),refinery_mining,574524316.0,202508
Wormhole (Class 2),metanox_mining,18917624582.0,202508
Wormhole (Class 2),refinery_mining,685521174.0,202508
Wormhole (Class 3),metanox_mining,7738869923.0,202508
Wormhole (Class 3),refinery_mining,724224688.0,202508
Wormhole (Class 4),metanox_mining,18017595333.0,202508
Wormhole (Class 4),refinery_mining,1066072624.0,202508
Wormhole (Class 5),metanox_mining,4514734342.0,202508
Wormhole (Class 5),refinery_mining,394087744.0,202508
