history_date,production_isk,destruction_isk,mining_isk,trade_value,total_exports,total_imports,total_isk_destroyed,total_isk,isk_velocity,is_war_period,isk_velocity_calculated,year,velocity_formula1,velocity_formula2,velocity_formula3
2019-12-01,102219586919365.28,33782554276572.09,29307065340383.01,820526800817200.8,248741319836753.03,252447225508649.6,34535604692283.85,1241149138676008.2,0.6614037060940303,0,,2019,0.6614037060940303,0.6611025019060118,0.6883212729818309
2020-01-01,118640966106127.8,37654641324897.74,36025335070610.695,754088357967953.8,198202158741811.3,198760534497790.75,36606561070870.4,1281179198693570.2,0.5888730763707927,0,,2020,0.5888730763707927,0.5885892923776036,0.6179799048409457
2020-02-01,104944616220339.62,38578829354386.72,31528243684323.723,708529902492163.6,294154250772096.44,295132040029360.4,36329916351529.56,1258301618595905.8,0.5633202816505019,0,,2020,0.5633202816505019,0.5630843130304378,0.5937437580984936
2020-03-01,96166179831385.5,40524770613673.37,33196553824427.395,684491992477764.2,242990734458126.1,243987472340850.8,43226174905422.83,1277500578803542.5,0.5360460784388918,0,,2020,0.5360460784388918,0.5358056221930114,0.5675275417647639
2020-04-01,107457954398810.8,42637400672199.57,31086682727061.203,781676173474967.0,274725068255003.7,274969156269120.0,44133798116842.88,1322103232581385.0,0.591434891035687,0,,2020,0.591434891035687,0.5912368672972359,0.6234865431330259
2020-05-01,114719257482859.38,42774471959182.93,30806206717808.258,758928605764268.4,220713842493904.4,222080873350204.97,42964142568323.88,1338420597409245.8,0.5672060552445339,0,,2020,0.5672060552445339,0.5670329694815751,0.5989918858655433
2020-06-01,101517797026852.84,45017375400061.88,26043391976027.48,667578014940975.5,227674594806001.3,228362647009148.03,43798529124550.7,1344647713701648.0,0.4965949886266591,0,,2020,0.4965949886266591,0.49647056856491895,0.5299495050486873
2020-07-01,101906612120736.42,33731282699702.637,29692197356390.95,618826827682914.1,217516234017730.84,219606630854570.0,33739218313955.062,1335703437717179.0,0.46341791439401026,0,,2020,0.46341791439401026,0.4632965748299168,0.48855014665372826
2020-08-01,88699787721403.34,35018212356184.44,30951146093267.78,606604936509802.8,190179383216247.75,191452898610221.03,34925454755620.92,1324585456761412.8,0.45815847589238984,0,,2020,0.45815847589238984,0.45795832455607716,0.4843954352592275
2020-09-01,88109345848849.62,33090794192175.12,28461725989006.957,600001525819938.8,172348021403593.0,172473311855544.88,32212943212079.39,1348011118766240.8,0.44526435517740054,0,,2020,0.44526435517740054,0.4451013181323657,0.469649182561304
2020-10-01,91015870362722.66,41828709305632.54,28781756386066.78,657920475239920.0,218881374217033.12,220085732741018.03,41391922849450.59,1351593262265502.5,0.4869303167992329,0,,2020,0.4869303167992329,0.4867740122772825,0.5177217170886548
2020-11-01,89290406542001.19,38379108319481.68,24914608398417.496,628493880124772.8,189136550832001.97,189909309790491.8,37374364004279.19,1367415763530080.0,0.4597135986448077,0,,2020,0.4597135986448077,0.4596216431659904,0.48768853353180225
2020-12-01,74828375906536.7,52799471743265.57,19791364584804.08,609191568842926.2,232486327455040.1,232428705619045.3,32742247385860.46,1349161983615113.0,0.451658323010364,0,,2020,0.451658323010364,0.45153330455590096,0.49066831753765433
2021-01-01,80641629389394.53,51715931140694.85,21514310150446.445,675387058863967.0,579430461356001.4,582145377043762.8,53925962604904.71,1345397944001554.5,0.5021047438549372,1,,2021,0.5021047438549372,0.5019979864509044,0.5404371199216146
2021-02-01,77295234103685.61,34989628191558.117,19870694005555.348,582552341320672.2,504362606825938.7,505252991138183.0,35813146503560.56,1327282989110652.5,0.43901654769172666,0,,2021,0.43901654769172666,0.4389059048447627,0.46526774966506207
2021-03-01,106316745721235.77,42010221175482.0,25870498117559.133,670576577448691.5,273634228035883.2,273971506672207.75,40949118506854.86,1336528734879746.8,0.5018646381763362,0,,2021,0.5018646381763362,0.501730011445677,0.5331623481243656
2021-04-01,122000671193794.2,31790866140738.11,30228993488678.79,625982625925610.9,234877231186045.72,235307583273945.5,33348521908340.08,1327539448581460.5,0.47166361710747673,0,,2021,0.47166361710747673,0.47153598832373933,0.4954831984610412
2021-05-01,92735689074763.56,31619917499950.426,33601250911593.902,598020292997009.8,193462943999014.3,193884361044843.44,31619917499950.43,1334682209586214.8,0.4481691817581978,0,,2021,0.4481691817581978,0.44806193467013483,0.47175290565397177
2021-06-01,67170798470632.42,25577638171482.77,25846853755333.195,489095349181768.0,129322053624904.94,130798281513796.8,26969533436784.324,1316326581771928.8,0.3717112945348204,0,,2021,0.3717112945348204,0.37156079346463455,0.39099186666916735
2021-07-01,68206393557597.86,25695215106965.543,21732298551034.18,513211658467489.8,275794300348411.97,276686246869271.72,26558174248354.42,1300112454549025.0,0.3948846066261356,0,,2021,0.3948846066261356,0.394744052079333,0.4145078925202575
2021-08-01,75439340608332.02,34308216672658.484,23504258384644.57,647376571785693.1,382335301744252.25,386115168468844.2,35377651289902.55,1384035175592369.0,0.46789960473954667,0,,2021,0.46789960473954667,0.4677457503987318,0.49253429427224604
2021-09-01,80351596257692.52,30678525056156.777,34947373431627.04,607406767691538.9,133227763832971.72,133302587269794.77,30678525056156.777,1401122610659696.8,0.43363384959786766,0,,2021,0.43363384959786766,0.43351435703799746,0.45541003185100487
2021-10-01,73584197272805.2,30081707184711.48,47366600547653.05,591646981451083.0,204166013818795.3,204508973641823.25,30992683126657.277,1402193950267369.2,0.42202865136384654,0,,2021,0.42202865136384654,0.4219437555969117,0.44339706965448233
2021-11-01,71290307811670.22,29073512417804.688,39375341916662.26,562603074848142.4,166776210035061.34,166683160356517.53,30398814340255.223,1401777741603277.2,0.40140224630514526,0,,2021,0.40140224630514526,0.40134969913608953,0.4220901571665844
2021-12-01,82887647089491.0,31859502822545.6,27546644606803.477,604081894098107.5,190411091793736.44,190670679972180.9,31859502822545.59,1430998184527762.2,,0,0.42214022395664885,2021,,0.42214022395664885,0.44440405571200464
2022-03-01,80624797870398.8,28411211431066.14,25628993473158.08,548602533412178.6,3313463517555967.0,3323246248966625.0,28411211431066.14,1255970396603792.2,,0,0.4367957516320669,2022,,0.4367957516320669,0.4594166760645945
2022-04-01,76070697085774.23,29593436119069.31,17845850443048.51,572515210797671.8,3705737888736409.5,3705738241985897.5,29593436119069.32,1258787235524678.0,,0,0.45481491600845503,2022,,0.45481491600845503,0.4783243982179202
2022-05-01,80249237187985.38,30653381592024.34,21765141162764.137,595150567847879.0,5561430058458991.0,5561430082808269.0,30653381592024.336,1262149261164234.5,,0,0.47153738956270425,2022,,0.47153738956270425,0.49582404292076193
2022-06-01,81275862958906.97,27688808328997.742,21450271828609.043,533044107309104.8,5050318302679934.0,5050311068146223.0,27688808328997.758,1265339180156422.8,0.5584472321675295,0,,2022,0.5584472321675295,0.4212657883898049,0.44314830713515413
2022-07-01,79750197226670.25,28741111379839.168,20702760966640.59,521498165093133.6,5043089760693970.0,5043095352823222.0,28741111379839.168,1268773278420057.5,0.554739488255454,0,,2022,0.554739488255454,0.41102549522679915,0.43367817231945444
2022-08-01,79246640237424.22,26567794783383.04,19450133333290.945,534310030871614.8,4887512847022765.0,4887496995696684.0,26567794783383.047,1272250388068360.0,0.5512291047899702,0,,2022,0.5512291047899702,0.4199723858468224,0.44085490632592444
2022-09-01,77347159311366.98,28211919298931.57,18778569851783.062,560089475291264.8,4473485611429024.0,4473725636928557.5,28211919298931.566,1275683341470664.8,0.5482773845755995,0,,2022,0.5482773845755995,0.4390505520324257,0.4611656948596477
2022-10-01,82143216190209.78,29988169247343.035,19322564689743.637,558588617190177.5,3922258341388361.5,3922279992542601.5,29988169247343.043,1279219388674778.0,0.545118258311832,0,,2022,0.545118258311832,0.43666365764581927,0.46010621137259605
2022-11-01,94533221996535.34,31957144027529.34,23974346124734.79,683304885488775.0,3496353902571134.5,3496357431957516.0,31957144027529.336,1283743733945400.8,0.5430632627660787,0,,2022,0.5430632627660787,0.5322751476174581,0.5571688574619562
2022-12-01,102977900776568.42,36917686302559.73,24940504646167.293,696187900149660.0,3918037300656441.0,3918032307451564.0,36917686302559.75,1288953444955796.0,0.5407616900351568,0,,2022,0.5407616900351568,0.5401187318860344,0.5687603298017961
2023-02-01,112392486561131.6,34965822327746.938,26422105353631.586,674875632490753.0,4443375208231737.0,4443375208231737.0,34965822327746.934,1298930920665553.5,0.5370938924225185,0,,2023,0.5370938924225185,0.5195623737596118,0.5464812974463549
2023-03-01,130342655316244.88,39429184022775.03,29524136789728.53,708214078592749.0,6848840740512467.0,6848859846727562.0,39429184022775.02,1304306556092456.2,0.5349213765436787,0,,2023,0.5349213765436787,0.5429813070283662,0.5732113045995662
2023-04-01,117365317015019.8,36465025255807.74,28841189070151.79,664469826746961.1,3377268193152644.5,3377269743125330.0,36465025255807.74,1309686908180522.2,0.5326551889892431,0,,2023,0.5326551889892431,0.5073501327657565,0.5351926843160859
2023-05-01,120063457489084.6,38998249163856.23,28890220713853.625,768428773279689.0,4928676825218765.0,4928676825218763.0,38998249163856.21,1316279590930699.0,0.530689964324812,0,,2023,0.530689964324812,0.5837884128677842,0.6134160462615997
2023-06-01,111311695191905.16,34507569066607.4,34587106636896.203,851134576295794.8,4851447801187727.0,4851447801187726.0,34507569066607.406,1323439824574652.8,0.529320528259709,0,,2023,0.529320528259709,0.6431229894183857,0.6691971398450574
2023-07-01,123805364492403.88,36359331359990.17,35637098415920.164,679773260659362.0,4967310734020299.0,4967310734020299.0,36359331359990.18,1330328159312654.2,0.5267490061879859,0,,2023,0.5267490061879859,0.5109816370500516,0.5383127366027937
2023-08-01,131903699981303.52,39102675548531.766,38233171345422.586,706862219825205.9,4802525803459580.0,4802525803459579.0,39102675548531.76,1337211695396234.5,0.5243785451272217,0,,2023,0.5243785451272217,0.5286090618701572,0.5578510103837357
2023-09-01,126163656264398.94,34936782797667.566,35597269047825.13,633624689971008.1,4304225440959000.0,4304042629810185.0,34936782797667.56,1343980315524665.8,0.5217920734167207,0,,2023,0.5217920734167207,0.4714538469439208,0.4974488577294984
2023-10-01,138485384788746.84,46013420882095.1,33624658202593.742,768534605794047.2,4884491994958288.0,4883827430431977.0,46013420882095.1,1351115255671906.2,0.5198026872497936,1,,2023,0.5198026872497936,0.5688149864105094,0.6028708677936359
2023-11-01,145629862275582.1,49834284398709.33,35756618616666.67,873601124060208.6,7008661860955850.0,7032198709191264.0,49834284398709.32,1359304220920138.2,0.5183798565291167,1,,2023,0.5183798565291167,0.6426825655472855,0.679344177886704
2023-12-01,159169436878026.4,47282153851996.96,38101086442530.16,877687045656511.6,5814511743598613.0,5840747763849970.0,47282153851996.98,1368438824203048.5,0.5166451620667024,1,,2023,0.5166451620667024,0.6413783576826382,0.6759302521595675
2024-01-01,159572370024751.72,46799810358626.72,44370432951050.25,810924009636752.0,3761607642602481.0,3762689445369463.0,46799810358626.72,1377426776152408.5,0.5145957966629982,1,,2024,0.5145957966629982,0.5887238608079922,0.6227001208668779
2024-02-01,145394427459303.94,40516347821021.2,57120293717139.125,751167742677445.2,3250047512961507.5,3251284191491613.0,40516347821021.23,1385266398101875.5,0.5127459860734057,0,,2024,0.5127459860734057,0.5422550808326203,0.5715031358468311
2024-03-01,157550029874117.97,46191634137410.24,52990614293935.07,806561221013837.0,3341222317562894.5,3342555900215212.0,46191634137410.24,1393559895783405.0,0.5108148437342525,1,,2024,0.5108148437342525,0.5787775778093985,0.6119240785641745
2024-04-01,150436156614580.25,42476665255600.17,44619287270865.695,817625569508503.0,3213747255818093.0,3215313250590769.0,42476665255600.17,1401674921430042.8,0.5091279903203807,0,,2024,0.5091279903203807,0.5833203954839471,0.6136246155325328
2024-05-01,160798217461835.84,46743375654730.66,51109642576421.74,847628788758310.9,3488759777653644.5,3490006938579151.5,46743375654730.65,1410706094878062.8,0.5072999503839183,1,,2024,0.5072999503839183,0.6008542756254112,0.633989012778986
2024-06-01,147505790800437.62,44300180560326.82,46450127204587.27,877549029075254.8,3504122489280191.0,3506051995052144.0,44300180560326.83,1419684116169899.5,0.5057632718554639,0,,2024,0.5057632718554639,0.6181297790685677,0.6493340308142604
2024-07-01,146705395842283.62,40660921472331.21,43387511981704.43,743378196748713.6,3310691745527193.0,3312079248123045.0,40660921472331.22,1428621080161553.8,0.5034886108191451,0,,2024,0.5034886108191451,0.5203466524970006,0.5488083083111043
2024-08-01,144985187498308.88,37889035966255.0,43254764758368.445,765972716273887.4,3193936978556490.5,3195616751134096.5,37889035966254.99,1436822692982695.5,0.5014414889859219,0,,2024,0.5014414889859219,0.5331017668462676,0.5594717818462405
2024-09-01,139132655173072.98,38728915977742.94,43537548597997.11,764547558173150.2,3178721471251589.0,3180827568062391.0,38728915977742.95,1444894672645448.2,0.4995635690942699,0,,2024,0.4995635690942699,0.5291372254652619,0.5559411972086378
2024-10-01,137829923420835.23,44780923057501.336,36766229856913.28,829679411187586.1,5441115359308017.0,5443037517447124.0,44780923057501.336,1454002925885077.8,0.4977036711056715,1,,2024,0.4977036711056715,0.570617428904103,0.6014158009433082
2024-11-01,158229233058902.84,45149556229376.56,37870494497482.68,1024432434991638.0,4554394334109525.0,4556551473587514.0,45149556229376.56,1463857518227687.0,0.496675689024852,1,,2024,0.496675689024852,0.6998170397293398,0.7306599022806349
2024-12-01,171090759640376.56,46771426451547.44,45656081262340.28,1056472471889250.6,4209102990212969.5,4214294623888717.0,46771426451547.44,1474249924376575.2,0.4955526302798769,1,,2024,0.4955526302798769,0.7166169415514858,0.7483425164883989
2025-01-01,173838571627981.9,46864870593896.45,56974852975582.72,997085048958130.2,4145663021734495.0,4152528346654945.0,46864870593896.445,1484557250604782.0,0.4942006294371314,1,,2025,0.4942006294371314,0.6716379907557865,0.7032062381742034
2025-02-01,168388454791786.72,44547599498034.27,52877872588807.13,917287930373152.4,3584201985054583.5,3589876044851158.5,44547599498034.26,1493210953594489.5,0.4931418815804388,1,,2025,0.4931418815804388,0.6143056533070811,0.6441390799845363
2025-03-01,184604387994662.03,50780051706623.93,63487654519285.984,973341564541805.8,4155372482843497.5,4161695302134627.0,50780051706623.94,1502819241223676.2,0.4917962236438196,1,,2025,0.4917962236438196,0.6476770710955622,0.6814669310558832
2025-04-01,185180256011642.1,47766682045742.72,59901724816435.84,1076006691672825.8,4158010486735323.0,4161117339507660.0,47766682045742.7,1512230504840210.2,0.4909780924594188,1,,2025,0.4909780924594188,0.7115361634544741,0.7431230689512588
2025-05-01,196380936941673.03,52099409726046.38,60564650131242.58,1029574253098008.4,4414900813368433.0,4417680951036027.0,52099409726046.375,1522120995159854.2,0.4897912836510487,1,,2025,0.4897912836510487,0.6764076288100092,0.710635794567998
2025-06-01,196156384714953.6,51392667135627.57,52621971185688.08,929385995803360.8,7394287695988570.0,7396274867078957.0,51392667135627.56,1531745113273283.0,0.488387868207213,1,,2025,0.488387868207213,0.6067497704087967,0.6403014799525624
2025-08-01,165219966728472.94,46391815779774.734,53632549163672.73,825413023267512.2,3054724452761427.0,3056546088149624.5,46391815779774.734,1548621461082632.8,0.485078458037478,1,,2025,0.485078458037478,0.5329985693795504,0.5629554161272007
